model	topic_key	topic_label	ctrl3_n	ctrl3_den	g3_n	g3_den	combined_n	combined_den
opus-4-6	education_critical_thinking	Education / critical thinking	0	20	5	60	5	80
opus-4-6	institutions_governance	Better institutions / governance	14	20	40	60	54	80
opus-4-6	climate_environment	Climate / environment	13	20	8	60	21	80
opus-4-6	technology_ai_safety	Technology / AI safety	0	20	0	60	0	80
opus-4-6	health_disease	Health / disease	15	20	11	60	26	80
opus-4-6	inequality_justice	Inequality / justice / rights	5	20	4	60	9	80
opus-4-6	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	17	20	38	60	55	80
opus-4-6	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	20	20	60	60	80	80
opus-4-6	felt_interconnection	Felt interconnection / less separateness	0	20	2	60	2	80
opus-4-6	dehumanization_distance	Dehumanization / distance reduction	1	20	19	60	20	80
opus-4-6	basic_needs_material_floor	Basic needs / material floor	4	20	5	60	9	80
opus-4-7	better_disagreement	Better disagreement / less polarization	16	20	51	60	67	80
opus-4-7	truth_seeking	Better truth-seeking / changing minds	9	20	34	60	43	80
opus-4-7	empathy_compassion	Greater empathy / compassion	0	20	0	60	0	80
opus-4-7	reduce_war_violence	Reduce war / violence / armed conflict	5	20	14	60	19	80
opus-4-7	poverty_material_need	Reduce poverty / material deprivation	4	20	7	60	11	80
opus-4-7	reduce_suffering	Reduce suffering / pain	1	20	8	60	9	80
opus-4-7	education_critical_thinking	Education / critical thinking	0	20	3	60	3	80
opus-4-7	institutions_governance	Better institutions / governance	12	20	38	60	50	80
opus-4-7	climate_environment	Climate / environment	5	20	9	60	14	80
opus-4-7	technology_ai_safety	Technology / AI safety	0	20	1	60	1	80
opus-4-7	health_disease	Health / disease	8	20	12	60	20	80
opus-4-7	inequality_justice	Inequality / justice / rights	1	20	0	60	1	80
opus-4-7	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	12	20	26	60	38	80
opus-4-7	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	16	20	43	60	59	80
opus-4-7	felt_interconnection	Felt interconnection / less separateness	0	20	2	60	2	80
opus-4-7	dehumanization_distance	Dehumanization / distance reduction	3	20	5	60	8	80
opus-4-7	basic_needs_material_floor	Basic needs / material floor	0	20	0	60	0	80
qwen3-6-plus	better_disagreement	Better disagreement / less polarization	10	10	18	30	28	40
qwen3-6-plus	truth_seeking	Better truth-seeking / changing minds	6	10	8	30	14	40
qwen3-6-plus	empathy_compassion	Greater empathy / compassion	9	10	3	30	12	40
qwen3-6-plus	reduce_war_violence	Reduce war / violence / armed conflict	0	10	3	30	3	40
qwen3-6-plus	poverty_material_need	Reduce poverty / material deprivation	3	10	10	30	13	40
qwen3-6-plus	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
qwen3-6-plus	education_critical_thinking	Education / critical thinking	10	10	6	30	16	40
qwen3-6-plus	institutions_governance	Better institutions / governance	10	10	16	30	26	40
qwen3-6-plus	climate_environment	Climate / environment	10	10	13	30	23	40
qwen3-6-plus	technology_ai_safety	Technology / AI safety	0	10	7	30	7	40
qwen3-6-plus	health_disease	Health / disease	10	10	2	30	12	40
qwen3-6-plus	inequality_justice	Inequality / justice / rights	8	10	8	30	16	40
qwen3-6-plus	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	5	10	4	30	9	40
qwen3-6-plus	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	5	30	6	40
qwen3-6-plus	felt_interconnection	Felt interconnection / less separateness	2	10	7	30	9	40
qwen3-6-plus	dehumanization_distance	Dehumanization / distance reduction	0	10	6	30	6	40
qwen3-6-plus	basic_needs_material_floor	Basic needs / material floor	1	10	3	30	4	40
qwen3-coder-plus	better_disagreement	Better disagreement / less polarization	5	10	6	30	11	40
qwen3-coder-plus	truth_seeking	Better truth-seeking / changing minds	1	10	7	30	8	40
qwen3-coder-plus	empathy_compassion	Greater empathy / compassion	3	10	2	30	5	40
qwen3-coder-plus	reduce_war_violence	Reduce war / violence / armed conflict	4	10	3	30	7	40
qwen3-coder-plus	poverty_material_need	Reduce poverty / material deprivation	3	10	5	30	8	40
qwen3-coder-plus	reduce_suffering	Reduce suffering / pain	5	10	0	30	5	40
qwen3-coder-plus	education_critical_thinking	Education / critical thinking	1	10	18	30	19	40
qwen3-coder-plus	institutions_governance	Better institutions / governance	3	10	5	30	8	40
qwen3-coder-plus	climate_environment	Climate / environment	4	10	4	30	8	40
qwen3-coder-plus	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
qwen3-coder-plus	health_disease	Health / disease	2	10	2	30	4	40
qwen3-coder-plus	inequality_justice	Inequality / justice / rights	5	10	3	30	8	40
qwen3-coder-plus	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	2	30	2	40
qwen3-coder-plus	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	3	30	3	40
qwen3-coder-plus	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
qwen3-coder-plus	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
qwen3-coder-plus	basic_needs_material_floor	Basic needs / material floor	0	10	2	30	2	40
sonnet-4-0	better_disagreement	Better disagreement / less polarization	9	10	13	30	22	40
sonnet-4-0	truth_seeking	Better truth-seeking / changing minds	2	10	5	30	7	40
sonnet-4-0	empathy_compassion	Greater empathy / compassion	5	10	10	30	15	40
sonnet-4-0	reduce_war_violence	Reduce war / violence / armed conflict	0	10	0	30	0	40
sonnet-4-0	poverty_material_need	Reduce poverty / material deprivation	0	10	3	30	3	40
sonnet-4-0	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
sonnet-4-0	education_critical_thinking	Education / critical thinking	1	10	3	30	4	40
sonnet-4-0	institutions_governance	Better institutions / governance	4	10	4	30	8	40
sonnet-4-0	climate_environment	Climate / environment	1	10	0	30	1	40
sonnet-4-0	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
sonnet-4-0	health_disease	Health / disease	0	10	0	30	0	40
sonnet-4-0	inequality_justice	Inequality / justice / rights	1	10	1	30	2	40
sonnet-4-0	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	10	1	30	4	40
sonnet-4-0	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	4	30	5	40
sonnet-4-0	felt_interconnection	Felt interconnection / less separateness	2	10	1	30	3	40
sonnet-4-0	dehumanization_distance	Dehumanization / distance reduction	5	10	4	30	9	40
sonnet-4-0	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
sonnet-4-5	better_disagreement	Better disagreement / less polarization	5	10	12	30	17	40
sonnet-4-5	truth_seeking	Better truth-seeking / changing minds	1	10	6	30	7	40
sonnet-4-5	empathy_compassion	Greater empathy / compassion	2	10	5	30	7	40
sonnet-4-5	reduce_war_violence	Reduce war / violence / armed conflict	1	10	1	30	2	40
sonnet-4-5	poverty_material_need	Reduce poverty / material deprivation	3	10	4	30	7	40
sonnet-4-5	reduce_suffering	Reduce suffering / pain	1	10	0	30	1	40
sonnet-4-5	education_critical_thinking	Education / critical thinking	1	10	0	30	1	40
sonnet-4-5	institutions_governance	Better institutions / governance	6	10	1	30	7	40
sonnet-4-5	climate_environment	Climate / environment	4	10	6	30	10	40
sonnet-4-5	technology_ai_safety	Technology / AI safety	1	10	0	30	1	40
sonnet-4-5	health_disease	Health / disease	2	10	4	30	6	40
sonnet-4-5	inequality_justice	Inequality / justice / rights	0	10	3	30	3	40
sonnet-4-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	2	10	2	30	4	40
sonnet-4-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	3	10	10	30	13	40
sonnet-4-5	felt_interconnection	Felt interconnection / less separateness	2	10	9	30	11	40
sonnet-4-5	dehumanization_distance	Dehumanization / distance reduction	1	10	13	30	14	40
sonnet-4-5	basic_needs_material_floor	Basic needs / material floor	1	10	1	30	2	40
sonnet-4-6	better_disagreement	Better disagreement / less polarization	20	20	44	60	64	80
sonnet-4-6	truth_seeking	Better truth-seeking / changing minds	20	20	36	60	56	80
sonnet-4-6	empathy_compassion	Greater empathy / compassion	0	20	12	60	12	80
sonnet-4-6	reduce_war_violence	Reduce war / violence / armed conflict	2	20	9	60	11	80
sonnet-4-6	poverty_material_need	Reduce poverty / material deprivation	20	20	22	60	42	80
sonnet-4-6	reduce_suffering	Reduce suffering / pain	0	20	4	60	4	80
sonnet-4-6	education_critical_thinking	Education / critical thinking	8	20	4	60	12	80
sonnet-4-6	institutions_governance	Better institutions / governance	17	20	43	60	60	80
sonnet-4-6	climate_environment	Climate / environment	10	20	2	60	12	80
sonnet-4-6	technology_ai_safety	Technology / AI safety	0	20	0	60	0	80
sonnet-4-6	health_disease	Health / disease	17	20	12	60	29	80
sonnet-4-6	inequality_justice	Inequality / justice / rights	2	20	5	60	7	80
sonnet-4-6	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	16	20	35	60	51	80
sonnet-4-6	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	11	20	55	60	66	80
sonnet-4-6	felt_interconnection	Felt interconnection / less separateness	0	20	0	60	0	80
sonnet-4-6	dehumanization_distance	Dehumanization / distance reduction	1	20	2	60	3	80
sonnet-4-6	basic_needs_material_floor	Basic needs / material floor	3	20	1	60	4	80
